match_id,inning,batting_team,bowling_team,over,ball,batter,bowler,non_striker,batsman_runs,extra_runs,total_runs,is_wicket,dismissal_kind,player_dismissed
1,1,Punjab Kings,Delhi Capitals,3,1,S Dhawan,R Pant,L Livingstone,2,0,2,0,,
1,1,Punjab Kings,Delhi Capitals,3,2,S Dhawan,R Pant,L Livingstone,2,0,2,0,,
1,1,Punjab Kings,Delhi Capitals,3,3,S Dhawan,R Pant,L Livingstone,0,0,0,0,,
1,1,Punjab Kings,Delhi Capitals,3,4,S Dhawan,R Pant,L Livingstone,0,0,0,0,,
1,1,Punjab Kings,Delhi Capitals,3,5,S Dhawan,R Pant,L Livingstone,0,0,0,0,,
1,1,Punjab Kings,Delhi Capitals,3,6,S Dhawan,R Pant,L Livingstone,0,0,0,0,,
1,1,Punjab Kings,Delhi Capitals,4,1,S Dhawan,K Yadav,L Livingstone,1,0,1,0,,
1,1,Punjab Kings,Delhi Capitals,4,2,S Dhawan,K Yadav,L Livingstone,6,0,6,0,,
1,1,Punjab Kings,Delhi Capitals,4,3,S Dhawan,K Yadav,L Livingstone,1,0,1,0,,
1,1,Punjab Kings,Delhi Capitals,4,4,S Dhawan,K Yadav,L Livingstone,6,1,7,0,,
1,1,Punjab Kings,Delhi Capitals,4,5,S Dhawan,K Yadav,L Livingstone,4,0,4,0,,
1,1,Punjab Kings,Delhi Capitals,4,6,S Dhawan,K Yadav,L Livingstone,2,0,2,0,,
1,1,Punjab Kings,Delhi Capitals,5,1,S Curran,K Yadav,L Livingstone,0,0,0,1,bowled,S Dhawan
1,1,Punjab Kings,Delhi Capitals,5,2,S Curran,K Yadav,L Livingstone,0,0,0,0,,
1,1,Punjab Kings,Delhi Capitals,5,3,S Curran,K Yadav,L Livingstone,0,0,0,0,,
1,1,Punjab Kings,Delhi Capitals,5,4,S Curran,K Yadav,L Livingstone,4,0,4,0,,
1,1,Punjab Kings,Delhi Capitals,5,5,S Curran,K Yadav,L Livingstone,0,0,0,0,,
1,1,Punjab Kings,Delhi Capitals,5,6,S Curran,K Yadav,L Livingstone,0,0,0,0,,
1,1,Punjab Kings,Delhi Capitals,6,1,S Curran,K Yadav,L Livingstone,0,0,0,0,,
1,1,Punjab Kings,Delhi Capitals,6,2,S Curran,K Yadav,L Livingstone,1,0,1,0,,
1,1,Punjab Kings,Delhi Capitals,6,3,S Curran,K Yadav,L Livingstone,4,0,4,0,,
1,1,Punjab Kings,Delhi Capitals,6,4,S Curran,K Yadav,L Livingstone,6,0,6,0,,
1,1,Punjab Kings,Delhi Capitals,6,5,S Curran,K Yadav,L Livingstone,0,0,0,0,,
1,1,Punjab Kings,Delhi Capitals,6,6,S Curran,K Yadav,L Livingstone,4,0,4,0,,
1,1,Punjab Kings,Delhi Capitals,7,1,S Curran,D Warner,L Livingstone,1,0,1,0,,
1,1,Punjab Kings,Delhi Capitals,7,2,S Curran,D Warner,L Livingstone,0,0,0,0,,
1,1,Punjab Kings,Delhi Capitals,7,3,S Curran,D Warner,L Livingstone,0,0,0,0,,
1,1,Punjab Kings,Delhi Capitals,7,4,S Curran,D Warner,L Livingstone,0,0,0,0,,
1,1,Punjab Kings,Delhi Capitals,7,5,S Curran,D Warner,L Livingstone,0,0,0,0,,
1,1,Punjab Kings,Delhi Capitals,7,6,S Curran,D Warner,L Livingstone,0,0,0,0,,
1,1,Punjab Kings,Delhi Capitals,8,1,S Curran,K Yadav,L Livingstone,1,0,1,0,,
1,1,Punjab Kings,Delhi Capitals,8,2,S Curran,K Yadav,L Livingstone,1,0,1,0,,
1,1,Punjab Kings,Delhi Capitals,8,3,S Curran,K Yadav,L Livingstone,0,0,0,0,,
1,1,Punjab Kings,Delhi Capitals,8,4,S Curran,K Yadav,L Livingstone,0,0,0,0,,
1,1,Punjab Kings,Delhi Capitals,8,5,S Curran,K Yadav,L Livingstone,0,0,0,0,,
1,1,Punjab Kings,Delhi Capitals,8,6,S Curran,K Yadav,L Livingstone,0,0,0,0,,
1,1,Punjab Kings,Delhi Capitals,9,1,S Curran,K Yadav,L Livingstone,2,0,2,0,,
1,1,Punjab Kings,Delhi Capitals,9,2,S Curran,K Yadav,L Livingstone,1,0,1,0,,
1,1,Punjab Kings,Delhi Capitals,9,3,S Curran,K Yadav,L Livingstone,0,0,0,0,,
1,1,Punjab Kings,Delhi Capitals,9,4,S Curran,K Yadav,L Livingstone,4,0,4,0,,
1,1,Punjab Kings,Delhi Capitals,9,5,S Curran,K Yadav,L Livingstone,1,0,1,0,,
1,1,Punjab Kings,Delhi Capitals,9,6,S Curran,K Yadav,L Livingstone,1,1,2,0,,
1,1,Punjab Kings,Delhi Capitals,10,1,S Curran,K Yadav,L Livingstone,1,0,1,0,,
1,1,Punjab Kings,Delhi Capitals,10,2,S Curran,K Yadav,L Livingstone,2,0,2,0,,
1,1,Punjab Kings,Delhi Capitals,10,3,S Curran,K Yadav,L Livingstone,1,0,1,0,,
1,1,Punjab Kings,Delhi Capitals,10,4,S Curran,K Yadav,L Livingstone,2,0,2,0,,
1,1,Punjab Kings,Delhi Capitals,10,5,S Curran,K Yadav,L Livingstone,1,0,1,0,,
1,1,Punjab Kings,Delhi Capitals,10,6,S Curran,K Yadav,L Livingstone,0,0,0,0,,
1,1,Punjab Kings,Delhi Capitals,11,1,S Curran,A Patel,L Livingstone,1,1,2,0,,
1,1,Punjab Kings,Delhi Capitals,11,2,A Singh,A Patel,L Livingstone,4,0,4,1,stumped,S Curran
1,1,Punjab Kings,Delhi Capitals,11,3,A Singh,A Patel,L Livingstone,4,1,5,0,,
1,1,Punjab Kings,Delhi Capitals,11,4,A Singh,A Patel,L Livingstone,0,0,0,0,,
1,1,Punjab Kings,Delhi Capitals,11,5,A Singh,A Patel,L Livingstone,0,0,0,0,,
1,1,Punjab Kings,Delhi Capitals,11,6,A Singh,A Patel,L Livingstone,0,0,0,0,,
1,1,Punjab Kings,Delhi Capitals,12,1,A Singh,R Pant,L Livingstone,6,0,6,0,,
1,1,Punjab Kings,Delhi Capitals,12,2,A Singh,R Pant,L Livingstone,1,0,1,0,,
1,1,Punjab Kings,Delhi Capitals,12,3,A Singh,R Pant,L Livingstone,0,0,0,0,,
1,1,Punjab Kings,Delhi Capitals,12,4,A Singh,R Pant,L Livingstone,0,0,0,0,,
1,1,Punjab Kings,Delhi Capitals,12,5,A Singh,R Pant,L Livingstone,0,0,0,0,,
1,1,Punjab Kings,Delhi Capitals,12,6,A Singh,R Pant,L Livingstone,2,0,2,0,,
1,1,Punjab Kings,Delhi Capitals,13,1,A Singh,R Pant,L Livingstone,2,1,3,0,,
1,1,Punjab Kings,Delhi Capitals,13,2,A Singh,R Pant,L Livingstone,0,1,1,0,,
1,1,Punjab Kings,Delhi Capitals,13,3,A Singh,R Pant,L Livingstone,0,1,1,0,,
1,1,Punjab Kings,Delhi Capitals,13,4,A Singh,R Pant,L Livingstone,1,0,1,0,,
1,1,Punjab Kings,Delhi Capitals,13,5,A Singh,R Pant,L Livingstone,0,0,0,0,,
1,1,Punjab Kings,Delhi Capitals,13,6,A Singh,R Pant,L Livingstone,0,0,0,0,,
1,1,Punjab Kings,Delhi Capitals,14,1,A Singh,K Yadav,L Livingstone,6,0,6,0,,
1,1,Punjab Kings,Delhi Capitals,14,2,A Singh,K Yadav,L Livingstone,2,0,2,0,,
1,1,Punjab Kings,Delhi Capitals,14,3,A Singh,K Yadav,L Livingstone,1,0,1,0,,
1,1,Punjab Kings,Delhi Capitals,14,4,A Singh,K Yadav,L Livingstone,1,0,1,0,,
1,1,Punjab Kings,Delhi Capitals,14,5,A Singh,K Yadav,L Livingstone,6,0,6,0,,
1,1,Punjab Kings,Delhi Capitals,14,6,A Singh,K Yadav,L Livingstone,1,0,1,0,,
1,1,Punjab Kings,Delhi Capitals,15,1,A Singh,D Warner,L Livingstone,6,0,6,0,,
1,1,Punjab Kings,Delhi Capitals,15,2,A Singh,D Warner,L Livingstone,0,0,0,0,,
1,1,Punjab Kings,Delhi Capitals,15,3,A Singh,D Warner,L Livingstone,1,0,1,0,,
1,1,Punjab Kings,Delhi Capitals,15,4,A Singh,D Warner,L Livingstone,1,0,1,0,,
1,1,Punjab Kings,Delhi Capitals,15,5,A Singh,D Warner,L Livingstone,0,1,1,0,,
1,1,Punjab Kings,Delhi Capitals,15,6,A Singh,D Warner,L Livingstone,0,0,0,0,,
1,1,Punjab Kings,Delhi Capitals,16,1,A Singh,A Patel,L Livingstone,0,0,0,0,,
1,1,Punjab Kings,Delhi Capitals,16,2,A Singh,A Patel,L Livingstone,6,0,6,0,,
1,1,Punjab Kings,Delhi Capitals,16,3,A Singh,A Patel,L Livingstone,0,0,0,0,,
1,1,Punjab Kings,Delhi Capitals,16,4,A Singh,A Patel,L Livingstone,0,0,0,0,,
1,1,Punjab Kings,Delhi Capitals,16,5,A Singh,A Patel,L Livingstone,2,0,2,0,,
1,1,Punjab Kings,Delhi Capitals,16,6,A Singh,A Patel,L Livingstone,2,0,2,0,,
1,1,Punjab Kings,Delhi Capitals,17,1,A Singh,A Patel,L Livingstone,4,0,4,0,,
1,1,Punjab Kings,Delhi Capitals,17,2,A Singh,A Patel,L Livingstone,1,0,1,0,,
1,1,Punjab Kings,Delhi Capitals,17,3,A Singh,A Patel,L Livingstone,1,0,1,0,,
1,1,Punjab Kings,Delhi Capitals,17,4,A Singh,A Patel,L Livingstone,0,0,0,0,,
1,1,Punjab Kings,Delhi Capitals,17,5,A Singh,A Patel,L Livingstone,2,0,2,0,,
1,1,Punjab Kings,Delhi Capitals,17,6,A Singh,A Patel,L Livingstone,0,0,0,0,,
1,1,Punjab Kings,Delhi Capitals,18,1,A Singh,D Warner,L Livingstone,1,0,1,0,,
1,1,Punjab Kings,Delhi Capitals,18,2,A Singh,D Warner,L Livingstone,6,0,6,0,,
1,1,Punjab Kings,Delhi Capitals,18,3,S Dhawan,D Warner,L Livingstone,6,0,6,1,run out,A Singh
1,1,Punjab Kings,Delhi Capitals,18,4,S Dhawan,D Warner,L Livingstone,1,0,1,0,,
1,1,Punjab Kings,Delhi Capitals,18,5,S Dhawan,D Warner,L Livingstone,0,0,0,0,,
1,1,Punjab Kings,Delhi Capitals,18,6,S Dhawan,D Warner,L Livingstone,1,0,1,0,,
1,1,Punjab Kings,Delhi Capitals,19,1,S Dhawan,D Warner,L Livingstone,1,0,1,0,,
1,1,Punjab Kings,Delhi Capitals,19,2,S Dhawan,D Warner,L Livingstone,0,0,0,0,,
1,1,Punjab Kings,Delhi Capitals,19,3,S Dhawan,D Warner,L Livingstone,1,0,1,0,,
1,1,Punjab Kings,Delhi Capitals,19,4,S Dhawan,D Warner,L Livingstone,2,0,2,0,,
1,1,Punjab Kings,Delhi Capitals,19,5,S Dhawan,D Warner,L Livingstone,0,0,0,0,,
1,1,Punjab Kings,Delhi Capitals,19,6,S Dhawan,D Warner,L Livingstone,0,0,0,0,,
1,2,Delhi Capitals,Punjab Kings,0,1,R Pant,S Curran,D Warner,0,0,0,0,,
1,2,Delhi Capitals,Punjab Kings,0,2,R Pant,S Curran,D Warner,0,0,0,0,,
1,2,Delhi Capitals,Punjab Kings,0,3,R Pant,S Curran,D Warner,4,0,4,0,,
1,2,Delhi Capitals,Punjab Kings,0,4,R Pant,S Curran,D Warner,0,0,0,0,,
1,2,Delhi Capitals,Punjab Kings,0,5,R Pant,S Curran,D Warner,0,1,1,0,,
1,2,Delhi Capitals,Punjab Kings,0,6,R Pant,S Curran,D Warner,3,0,3,0,,
1,2,Delhi Capitals,Punjab Kings,1,1,R Pant,L Livingstone,D Warner,0,0,0,0,,
1,2,Delhi Capitals,Punjab Kings,1,2,R Pant,L Livingstone,D Warner,0,0,0,0,,
1,2,Delhi Capitals,Punjab Kings,1,3,R Pant,L Livingstone,D Warner,6,0,6,0,,
1,2,Delhi Capitals,Punjab Kings,1,4,R Pant,L Livingstone,D Warner,1,0,1,0,,
1,2,Delhi Capitals,Punjab Kings,1,5,R Pant,L Livingstone,D Warner,1,0,1,0,,
1,2,Delhi Capitals,Punjab Kings,1,6,R Pant,L Livingstone,D Warner,0,0,0,0,,
1,2,Delhi Capitals,Punjab Kings,2,1,R Pant,A Singh,D Warner,0,0,0,0,,
1,2,Delhi Capitals,Punjab Kings,2,2,R Pant,A Singh,D Warner,0,0,0,0,,
1,2,Delhi Capitals,Punjab Kings,2,3,R Pant,A Singh,D Warner,3,0,3,0,,
1,2,Delhi Capitals,Punjab Kings,2,4,R Pant,A Singh,D Warner,0,0,0,0,,
1,2,Delhi Capitals,Punjab Kings,2,5,R Pant,A Singh,D Warner,6,0,6,0,,
1,2,Delhi Capitals,Punjab Kings,2,6,R Pant,A Singh,D Warner,2,0,2,0,,
1,2,Delhi Capitals,Punjab Kings,3,1,R Pant,S Curran,D Warner,4,0,4,0,,
1,2,Delhi Capitals,Punjab Kings,3,2,A Patel,S Curran,D Warner,0,0,0,1,lbw,R Pant
1,2,Delhi Capitals,Punjab Kings,3,3,A Patel,S Curran,D Warner,0,0,0,0,,
1,2,Delhi Capitals,Punjab Kings,3,4,A Patel,S Curran,D Warner,0,0,0,0,,
1,2,Delhi Capitals,Punjab Kings,3,5,A Patel,S Curran,D Warner,0,0,0,0,,
1,2,Delhi Capitals,Punjab Kings,3,6,A Patel,S Curran,D Warner,0,0,0,0,,
1,2,Delhi Capitals,Punjab Kings,4,1,A Patel,S Curran,D Warner,4,0,4,0,,
1,2,Delhi Capitals,Punjab Kings,4,2,K Yadav,S Curran,D Warner,0,0,0,1,lbw,A Patel
1,2,Delhi Capitals,Punjab Kings,4,3,K Yadav,S Curran,D Warner,0,0,0,0,,
1,2,Delhi Capitals,Punjab Kings,4,4,K Yadav,S Curran,D Warner,2,0,2,0,,
1,2,Delhi Capitals,Punjab Kings,4,5,K Yadav,S Curran,D Warner,4,0,4,0,,
1,2,Delhi Capitals,Punjab Kings,4,6,K Yadav,S Curran,D Warner,0,0,0,0,,
1,2,Delhi Capitals,Punjab Kings,5,1,K Yadav,S Dhawan,D Warner,0,0,0,0,,
1,2,Delhi Capitals,Punjab Kings,5,2,K Yadav,S Dhawan,D Warner,0,0,0,0,,
1,2,Delhi Capitals,Punjab Kings,5,3,K Yadav,S Dhawan,D Warner,0,0,0,0,,
1,2,Delhi Capitals,Punjab Kings,5,4,K Yadav,S Dhawan,D Warner,4,0,4,0,,
1,2,Delhi Capitals,Punjab Kings,5,5,K Yadav,S Dhawan,D Warner,6,0,6,0,,
1,2,Delhi Capitals,Punjab Kings,5,6,K Yadav,S Dhawan,D Warner,1,0,1,0,,
1,2,Delhi Capitals,Punjab Kings,6,1,K Yadav,S Curran,D Warner,0,0,0,0,,
1,2,Delhi Capitals,Punjab Kings,6,2,K Yadav,S Curran,D Warner,1,0,1,0,,
1,2,Delhi Capitals,Punjab Kings,6,3,K Yadav,S Curran,D Warner,2,0,2,0,,
1,2,Delhi Capitals,Punjab Kings,6,4,K Yadav,S Curran,D Warner,1,0,1,0,,
1,2,Delhi Capitals,Punjab Kings,6,5,K Yadav,S Curran,D Warner,0,0,0,0,,
1,2,Delhi Capitals,Punjab Kings,6,6,K Yadav,S Curran,D Warner,1,0,1,0,,
1,2,Delhi Capitals,Punjab Kings,7,1,K Yadav,S Curran,D Warner,0,0,0,0,,
1,2,Delhi Capitals,Punjab Kings,7,2,K Yadav,S Curran,D Warner,1,0,1,0,,
1,2,Delhi Capitals,Punjab Kings,7,3,K Yadav,S Curran,D Warner,1,0,1,0,,
1,2,Delhi Capitals,Punjab Kings,7,4,K Yadav,S Curran,D Warner,4,0,4,0,,
1,2,Delhi Capitals,Punjab Kings,7,5,K Yadav,S Curran,D Warner,0,1,1,0,,
1,2,Delhi Capitals,Punjab Kings,7,6,K Yadav,S Curran,D Warner,1,0,1,0,,
1,2,Delhi Capitals,Punjab Kings,8,1,K Yadav,S Curran,D Warner,6,0,6,0,,
1,2,Delhi Capitals,Punjab Kings,8,2,K Yadav,S Curran,D Warner,0,0,0,0,,
1,2,Delhi Capitals,Punjab Kings,8,3,K Yadav,S Curran,D Warner,4,0,4,0,,
1,2,Delhi Capitals,Punjab Kings,8,4,K Yadav,S Curran,D Warner,4,0,4,0,,
1,2,Delhi Capitals,Punjab Kings,8,5,K Yadav,S Curran,D Warner,0,0,0,0,,
1,2,Delhi Capitals,Punjab Kings,8,6,K Yadav,S Curran,D Warner,0,0,0,0,,
1,2,Delhi Capitals,Punjab Kings,9,1,K Yadav,S Curran,D Warner,1,0,1,0,,
1,2,Delhi Capitals,Punjab Kings,9,2,K Yadav,S Curran,D Warner,2,0,2,0,,
1,2,Delhi Capitals,Punjab Kings,9,3,K Yadav,S Curran,D Warner,0,0,0,0,,
1,2,Delhi Capitals,Punjab Kings,9,4,K Yadav,S Curran,D Warner,0,0,0,0,,
1,2,Delhi Capitals,Punjab Kings,9,5,K Yadav,S Curran,D Warner,4,0,4,0,,
1,2,Delhi Capitals,Punjab Kings,9,6,K Yadav,S Curran,D Warner,6,0,6,0,,
1,2,Delhi Capitals,Punjab Kings,10,1,K Yadav,A Singh,D Warner,6,0,6,0,,
1,2,Delhi Capitals,Punjab Kings,10,2,K Yadav,A Singh,D Warner,0,0,0,0,,
1,2,Delhi Capitals,Punjab Kings,10,3,K Yadav,A Singh,D Warner,0,0,0,0,,
1,2,Delhi Capitals,Punjab Kings,10,4,K Yadav,A Singh,D Warner,0,0,0,0,,
1,2,Delhi Capitals,Punjab Kings,10,5,K Yadav,A Singh,D Warner,0,0,0,0,,
1,2,Delhi Capitals,Punjab Kings,10,6,K Yadav,A Singh,D Warner,1,0,1,0,,
1,2,Delhi Capitals,Punjab Kings,11,1,K Yadav,L Livingstone,D Warner,0,0,0,0,,
1,2,Delhi Capitals,Punjab Kings,11,2,K Yadav,L Livingstone,D Warner,0,0,0,0,,
1,2,Delhi Capitals,Punjab Kings,11,3,K Yadav,L Livingstone,D Warner,0,0,0,0,,
1,2,Delhi Capitals,Punjab Kings,11,4,K Yadav,L Livingstone,D Warner,6,0,6,0,,
1,2,Delhi Capitals,Punjab Kings,11,5,K Yadav,L Livingstone,D Warner,1,0,1,0,,
1,2,Delhi Capitals,Punjab Kings,11,6,K Yadav,L Livingstone,D Warner,0,0,0,0,,
1,2,Delhi Capitals,Punjab Kings,12,1,K Yadav,L Livingstone,D Warner,0,1,1,0,,
1,2,Delhi Capitals,Punjab Kings,12,2,K Yadav,L Livingstone,D Warner,0,0,0,0,,
1,2,Delhi Capitals,Punjab Kings,12,3,K Yadav,L Livingstone,D Warner,1,0,1,0,,
1,2,Delhi Capitals,Punjab Kings,12,4,K Yadav,L Livingstone,D Warner,1,0,1,0,,
1,2,Delhi Capitals,Punjab Kings,12,5,K Yadav,L Livingstone,D Warner,1,0,1,0,,
1,2,Delhi Capitals,Punjab Kings,12,6,K Yadav,L Livingstone,D Warner,6,0,6,0,,
1,2,Delhi Capitals,Punjab Kings,13,1,K Yadav,L Livingstone,D Warner,0,0,0,0,,
1,2,Delhi Capitals,Punjab Kings,13,2,K Yadav,L Livingstone,D Warner,4,0,4,0,,
1,2,Delhi Capitals,Punjab Kings,13,3,K Yadav,L Livingstone,D Warner,6,0,6,0,,
1,2,Delhi Capitals,Punjab Kings,13,4,K Yadav,L Livingstone,D Warner,0,0,0,0,,
1,2,Delhi Capitals,Punjab Kings,13,5,K Yadav,L Livingstone,D Warner,1,0,1,0,,
1,2,Delhi Capitals,Punjab Kings,13,6,K Yadav,L Livingstone,D Warner,1,0,1,0,,
1,2,Delhi Capitals,Punjab Kings,14,1,K Yadav,A Singh,D Warner,6,0,6,0,,
1,2,Delhi Capitals,Punjab Kings,14,2,K Yadav,A Singh,D Warner,1,0,1,0,,
1,2,Delhi Capitals,Punjab Kings,14,3,K Yadav,A Singh,D Warner,1,0,1,0,,
1,2,Delhi Capitals,Punjab Kings,14,4,K Yadav,A Singh,D Warner,0,0,0,0,,
1,2,Delhi Capitals,Punjab Kings,14,5,K Yadav,A Singh,D Warner,0,0,0,0,,
1,2,Delhi Capitals,Punjab Kings,14,6,K Yadav,A Singh,D Warner,4,0,4,0,,
1,2,Delhi Capitals,Punjab Kings,15,1,K Yadav,L Livingstone,D Warner,4,0,4,0,,
1,2,Delhi Capitals,Punjab Kings,15,2,K Yadav,L Livingstone,D Warner,1,0,1,0,,
1,2,Delhi Capitals,Punjab Kings,15,3,K Yadav,L Livingstone,D Warner,1,1,2,0,,
1,2,Delhi Capitals,Punjab Kings,15,4,K Yadav,L Livingstone,D Warner,1,0,1,0,,
1,2,Delhi Capitals,Punjab Kings,15,5,K Yadav,L Livingstone,D Warner,3,1,4,0,,
1,2,Delhi Capitals,Punjab Kings,15,6,K Yadav,L Livingstone,D Warner,0,0,0,0,,
1,2,Delhi Capitals,Punjab Kings,16,1,K Yadav,S Curran,D Warner,6,0,6,0,,
1,2,Delhi Capitals,Punjab Kings,16,2,K Yadav,S Curran,D Warner,0,0,0,0,,
1,2,Delhi Capitals,Punjab Kings,16,3,K Yadav,S Curran,D Warner,0,0,0,0,,
1,2,Delhi Capitals,Punjab Kings,16,4,K Yadav,S Curran,D Warner,0,0,0,0,,
1,2,Delhi Capitals,Punjab Kings,16,5,K Yadav,S Curran,D Warner,1,0,1,0,,
1,2,Delhi Capitals,Punjab Kings,16,6,K Yadav,S Curran,D Warner,1,0,1,0,,
1,2,Delhi Capitals,Punjab Kings,17,1,K Yadav,S Dhawan,D Warner,1,0,1,0,,
1,2,Delhi Capitals,Punjab Kings,17,2,K Yadav,S Dhawan,D Warner,6,1,7,0,,
1,2,Delhi Capitals,Punjab Kings,17,3,K Yadav,S Dhawan,D Warner,6,0,6,0,,
1,2,Delhi Capitals,Punjab Kings,17,4,K Yadav,S Dhawan,D Warner,0,0,0,0,,
1,2,Delhi Capitals,Punjab Kings,17,5,K Yadav,S Dhawan,D Warner,0,0,0,0,,
1,2,Delhi Capitals,Punjab Kings,17,6,K Yadav,S Dhawan,D Warner,0,0,0,0,,
1,2,Delhi Capitals,Punjab Kings,18,1,K Yadav,S Dhawan,D Warner,1,0,1,0,,
1,2,Delhi Capitals,Punjab Kings,18,2,K Yadav,S Dhawan,D Warner,1,0,1,0,,
1,2,Delhi Capitals,Punjab Kings,18,3,K Yadav,S Dhawan,D Warner,4,1,5,0,,
1,2,Delhi Capitals,Punjab Kings,18,4,K Yadav,S Dhawan,D Warner,1,0,1,0,,
1,2,Delhi Capitals,Punjab Kings,18,5,R Pant,S Dhawan,D Warner,0,0,0,1,stumped,K Yadav
1,2,Delhi Capitals,Punjab Kings,18,6,R Pant,S Dhawan,D Warner,1,0,1,0,,
1,2,Delhi Capitals,Punjab Kings,19,1,R Pant,S Dhawan,D Warner,4,0,4,0,,
1,2,Delhi Capitals,Punjab Kings,19,2,R Pant,S Dhawan,D Warner,1,1,2,0,,
1,2,Delhi Capitals,Punjab Kings,19,3,R Pant,S Dhawan,D Warner,6,0,6,0,,
1,2,Delhi Capitals,Punjab Kings,19,4,R Pant,S Dhawan,D Warner,2,0,2,0,,
1,2,Delhi Capitals,Punjab Kings,19,5,R Pant,S Dhawan,D Warner,1,0,1,0,,
1,2,Delhi Capitals,Punjab Kings,19,6,R Pant,S Dhawan,D Warner,1,0,1,0,,
2,1,Rajasthan Royals,Kolkata Knight Riders,0,1,S Samson,S Iyer,J Buttler,1,0,1,0,,
2,1,Rajasthan Royals,Kolkata Knight Riders,0,2,S Samson,S Iyer,J Buttler,2,0,2,0,,
2,1,Rajasthan Royals,Kolkata Knight Riders,0,3,S Samson,S Iyer,J Buttler,6,0,6,0,,
2,1,Rajasthan Royals,Kolkata Knight Riders,0,4,S Samson,S Iyer,J Buttler,1,0,1,0,,
2,1,Rajasthan Royals,Kolkata Knight Riders,0,5,S Samson,S Iyer,J Buttler,0,0,0,0,,
2,1,Rajasthan Royals,Kolkata Knight Riders,0,6,S Samson,S Iyer,J Buttler,6,0,6,0,,
2,1,Rajasthan Royals,Kolkata Knight Riders,1,1,S Samson,S Narine,J Buttler,4,0,4,0,,
2,1,Rajasthan Royals,Kolkata Knight Riders,1,2,S Samson,S Narine,J Buttler,1,0,1,0,,
2,1,Rajasthan Royals,Kolkata Knight Riders,1,3,S Samson,S Narine,J Buttler,0,0,0,0,,
2,1,Rajasthan Royals,Kolkata Knight Riders,1,4,S Samson,S Narine,J Buttler,1,0,1,0,,
2,1,Rajasthan Royals,Kolkata Knight Riders,1,5,Y Jaiswal,S Narine,J Buttler,0,0,0,1,caught,S Samson
2,1,Rajasthan Royals,Kolkata Knight Riders,1,6,Y Jaiswal,S Narine,J Buttler,0,0,0,0,,
2,1,Rajasthan Royals,Kolkata Knight Riders,2,1,Y Jaiswal,S Narine,J Buttler,0,0,0,0,,
2,1,Rajasthan Royals,Kolkata Knight Riders,2,2,Y Jaiswal,S Narine,J Buttler,6,0,6,0,,
2,1,Rajasthan Royals,Kolkata Knight Riders,2,3,Y Jaiswal,S Narine,J Buttler,1,0,1,0,,
2,1,Rajasthan Royals,Kolkata Knight Riders,2,4,Y Jaiswal,S Narine,J Buttler,0,1,1,0,,
2,1,Rajasthan Royals,Kolkata Knight Riders,2,5,Y Jaiswal,S Narine,J Buttler,1,0,1,0,,
2,1,Rajasthan Royals,Kolkata Knight Riders,2,6,Y Jaiswal,S Narine,J Buttler,1,0,1,0,,
2,1,Rajasthan Royals,Kolkata Knight Riders,3,1,Y Jaiswal,V Chakravarthy,J Buttler,6,1,7,0,,
2,1,Rajasthan Royals,Kolkata Knight Riders,3,2,Y Jaiswal,V Chakravarthy,J Buttler,4,0,4,0,,
2,1,Rajasthan Royals,Kolkata Knight Riders,3,3,Y Jaiswal,V Chakravarthy,J Buttler,0,0,0,0,,
